school,famsize,Medu,Fedu,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,freetime,goout,absences,G1,G2,G3,source,Pass
GP,GT3,2,3,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,1,3,13,13,14,14,por,1
GP,GT3,2,1,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,3,4,10,7,11,11,por,1
GP,LE3,2,2,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,1,4,10,14,17,17,por,1
GP,GT3,1,0,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,3,1,5,8,10,10,por,1
GP,GT3,3,2,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,1,2,4,10,13,13,por,1
MS,GT3,1,3,other,father,2,1,0,no,yes,no,no,yes,no,yes,3,3,11,10,11,11,por,1
MS,GT3,2,2,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,4,0,12,12,12,por,1
MS,GT3,1,1,other,mother,1,1,1,no,yes,no,no,yes,yes,no,1,3,6,10,10,10,por,1
MS,GT3,3,3,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,4,4,4,10,10,11,por,1
MS,GT3,2,3,course,mother,2,2,0,no,no,no,no,yes,yes,no,5,2,0,16,17,17,por,1
MS,LE3,2,1,home,mother,2,1,0,no,no,no,no,yes,no,no,3,4,0,6,8,9,por,0
MS,LE3,4,4,home,mother,1,2,0,no,yes,no,no,yes,yes,no,3,2,5,10,11,11,por,1
MS,GT3,1,2,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,4,3,0,10,11,11,por,1
MS,GT3,3,2,course,father,1,2,1,no,no,no,no,yes,yes,no,5,4,0,10,10,10,por,1
MS,GT3,1,1,other,father,1,1,1,no,yes,no,no,no,no,yes,4,4,0,6,6,7,por,0
MS,GT3,4,4,course,mother,2,1,0,no,no,no,no,yes,yes,yes,5,1,0,13,14,14,por,1
MS,LE3,2,2,reputation,mother,2,4,0,no,no,no,yes,no,no,no,2,1,4,10,9,11,por,1
MS,LE3,1,1,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,4,3,0,10,10,10,por,1
MS,LE3,1,1,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,4,3,4,6,7,8,por,0
MS,GT3,0,2,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,2,3,0,12,11,12,por,1
MS,GT3,2,3,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,5,5,2,10,11,12,por,1
MS,GT3,3,3,course,father,2,1,0,no,no,no,no,no,yes,yes,1,3,0,14,16,16,por,1
MS,GT3,1,1,home,mother,1,2,0,no,no,yes,no,no,yes,yes,4,3,4,8,9,9,por,0
MS,LE3,4,1,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,3,4,0,12,13,14,por,1
MS,LE3,4,1,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,3,4,7,7,9,8,por,0
MS,GT3,3,4,other,mother,3,2,0,no,no,no,no,no,yes,no,4,5,4,9,10,11,por,1
MS,GT3,1,1,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,4,5,8,7,9,9,por,0
MS,LE3,3,3,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,0,11,11,11,por,1
MS,GT3,2,1,other,mother,3,1,0,no,no,no,yes,yes,no,no,5,5,8,8,10,9,por,0
MS,GT3,4,4,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,2,2,6,16,16,17,por,1
MS,GT3,1,2,course,mother,2,1,0,no,no,no,no,yes,yes,no,1,2,3,11,13,13,por,1
MS,GT3,2,3,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,5,4,2,15,15,15,por,1
MS,GT3,1,2,course,father,2,2,0,no,no,no,no,yes,yes,no,3,3,0,10,11,11,por,1
MS,GT3,2,2,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,4,5,4,9,10,11,por,1
MS,GT3,1,2,course,mother,1,3,1,no,yes,no,no,yes,yes,no,3,2,0,10,8,8,por,0
MS,GT3,1,2,course,mother,1,3,1,no,yes,no,no,yes,yes,no,3,2,3,9,8,8,por,0
MS,GT3,2,1,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,4,2,0,9,10,9,por,0
MS,GT3,1,1,course,father,1,2,0,no,yes,no,no,no,yes,no,4,3,0,13,14,15,por,1
MS,LE3,1,2,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,5,5,4,10,11,11,por,1
MS,GT3,1,1,home,father,4,4,0,no,yes,no,no,no,yes,yes,3,2,0,13,10,13,por,1
MS,GT3,1,1,other,father,4,3,0,yes,yes,no,no,yes,yes,no,4,3,2,10,9,10,por,1
MS,GT3,1,1,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,3,3,1,11,10,11,por,1
MS,GT3,1,1,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,2,2,0,13,12,14,por,1
MS,GT3,1,1,course,father,3,2,0,no,yes,no,no,yes,yes,no,2,1,0,13,14,14,por,1
MS,LE3,2,2,other,father,1,3,0,yes,yes,no,no,yes,yes,no,4,3,2,14,11,12,por,1
MS,GT3,1,1,other,father,2,1,0,no,no,no,yes,yes,yes,no,4,4,6,11,11,11,por,1
MS,GT3,1,2,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,4,4,9,9,8,8,por,0
MS,GT3,3,1,home,mother,2,1,0,no,yes,no,no,yes,yes,no,2,3,0,10,9,11,por,1
MS,GT3,2,2,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,3,4,1,14,13,14,por,1
MS,GT3,2,2,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,3,3,1,13,12,13,por,1
MS,GT3,4,4,course,father,1,2,0,no,yes,no,yes,yes,yes,no,3,1,0,13,12,13,por,1
MS,GT3,3,3,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,4,4,13,12,12,por,1
MS,GT3,2,2,course,mother,2,2,1,no,yes,no,yes,no,yes,no,4,4,2,12,11,12,por,1
MS,LE3,2,2,home,father,3,1,0,no,yes,no,yes,yes,yes,no,3,2,0,14,14,16,por,1
MS,LE3,2,1,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,4,3,4,10,8,10,por,1
MS,LE3,1,3,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,2,4,2,10,11,11,por,1
MS,GT3,2,2,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,3,2,0,12,13,14,por,1
MS,LE3,2,1,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,4,3,2,10,8,8,por,0
MS,GT3,3,3,course,father,2,1,0,no,yes,no,yes,no,yes,yes,3,3,11,12,10,11,por,1
MS,GT3,1,1,course,father,2,2,3,yes,yes,no,no,yes,yes,no,4,3,0,7,7,8,por,0
MS,GT3,2,2,course,mother,1,1,0,no,yes,no,yes,yes,no,no,5,3,4,9,9,10,por,1
MS,GT3,2,3,course,other,1,1,1,no,no,no,no,yes,no,yes,4,4,0,9,9,10,por,1
MS,GT3,2,1,course,mother,3,1,0,no,yes,no,yes,yes,no,no,5,3,2,9,10,11,por,1
MS,LE3,1,1,course,mother,2,1,0,no,yes,no,no,yes,no,no,2,1,0,9,10,9,por,0
MS,GT3,2,2,course,father,3,2,0,no,yes,no,no,yes,no,yes,4,5,1,9,10,11,por,1
MS,LE3,2,2,home,mother,1,1,0,no,yes,no,no,yes,no,no,3,4,6,7,7,8,por,0
MS,GT3,2,2,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,3,5,0,11,10,11,por,1
MS,GT3,2,2,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,4,3,1,9,10,10,por,1
MS,LE3,3,2,course,other,2,3,2,no,yes,no,no,no,no,no,3,2,6,7,9,10,por,1
MS,GT3,1,1,course,mother,1,3,1,no,no,no,yes,yes,no,no,3,1,6,7,9,9,por,0
MS,GT3,1,1,home,mother,2,1,1,no,no,no,yes,yes,no,yes,4,3,0,8,9,10,por,1
MS,GT3,1,1,course,mother,2,1,1,no,no,no,no,no,no,yes,2,3,4,9,11,10,por,1
MS,GT3,1,1,course,other,2,2,1,no,yes,no,no,yes,yes,yes,1,4,12,7,8,9,por,0
MS,GT3,2,2,course,mother,1,2,0,no,no,no,no,no,yes,no,3,2,2,8,10,10,por,1
MS,GT3,0,1,course,father,2,1,0,no,no,no,yes,no,yes,no,4,4,5,9,9,10,por,1
MS,LE3,1,2,course,mother,1,2,0,no,no,no,yes,yes,no,yes,4,5,0,8,9,9,por,0
MS,GT3,3,3,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,5,4,0,14,13,13,por,1
MS,LE3,1,1,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,4,2,14,14,14,por,1
MS,GT3,3,3,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,4,5,0,10,11,10,por,1
MS,GT3,2,1,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,0,14,13,14,por,1
MS,GT3,2,2,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,2,5,0,17,16,16,por,1
MS,GT3,1,2,course,father,1,1,1,no,yes,no,yes,yes,no,yes,3,5,12,6,7,7,por,0
MS,LE3,4,3,course,father,1,1,0,no,no,no,yes,yes,yes,yes,2,5,8,14,12,13,por,1
MS,LE3,2,2,other,mother,3,4,1,no,yes,no,no,yes,yes,no,3,5,2,10,8,9,por,0
MS,GT3,1,1,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,2,1,0,14,14,14,por,1
MS,LE3,2,2,home,mother,1,3,0,no,no,no,no,yes,yes,yes,4,5,0,12,13,13,por,1
MS,GT3,1,1,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,4,5,0,11,11,11,por,1
MS,GT3,3,3,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,3,4,8,11,9,10,por,1
MS,LE3,1,1,course,father,1,3,0,no,yes,no,no,yes,yes,no,3,3,0,11,11,10,por,1
MS,GT3,2,2,course,mother,3,1,1,no,yes,no,no,no,yes,yes,4,5,0,10,9,9,por,0
MS,LE3,1,1,course,father,3,2,0,no,yes,no,no,yes,yes,no,3,2,0,16,17,18,por,1
MS,GT3,2,2,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,3,2,0,15,17,17,por,1
MS,GT3,1,0,other,mother,2,2,0,no,no,no,no,yes,yes,yes,4,5,1,11,9,10,por,1
MS,GT3,1,1,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,3,2,9,7,7,7,por,0
MS,GT3,3,1,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,1,3,0,8,6,8,por,0
MS,GT3,3,2,course,mother,1,1,0,no,no,no,no,yes,yes,yes,1,3,2,7,6,7,por,0
MS,LE3,1,1,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,3,5,8,9,8,10,por,1
MS,GT3,4,4,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,3,3,0,14,16,16,por,1
MS,LE3,1,2,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,5,0,14,14,15,por,1
MS,GT3,2,4,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,3,2,8,8,5,8,por,0
MS,LE3,1,1,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,3,2,6,6,8,8,por,0
MS,GT3,2,3,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,3,0,8,10,10,por,1
MS,GT3,4,4,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,4,4,8,8,8,por,0
MS,LE3,4,4,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,5,5,2,5,6,6,por,0
MS,LE3,3,4,other,mother,3,2,0,no,yes,no,no,no,yes,no,2,1,2,7,9,8,por,0
MS,LE3,4,4,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,4,3,0,15,14,16,por,1
MS,GT3,4,1,other,mother,1,1,0,no,no,no,no,yes,yes,yes,2,3,1,13,14,14,por,1
MS,LE3,2,2,other,mother,4,3,0,no,no,no,no,yes,yes,no,1,3,0,10,9,10,por,1
MS,GT3,2,2,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,1,3,5,9,9,9,por,0
MS,LE3,4,4,other,father,2,1,0,no,yes,no,no,yes,yes,no,1,3,1,11,11,11,por,1
MS,GT3,3,3,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,1,4,8,7,10,9,por,0
MS,GT3,1,1,other,mother,3,2,0,no,no,no,no,yes,yes,yes,1,3,0,10,10,10,por,1
MS,GT3,2,1,other,mother,2,2,0,no,no,no,no,no,yes,yes,2,2,2,9,7,8,por,0
MS,LE3,2,1,other,mother,1,2,0,no,no,no,no,yes,yes,yes,2,2,0,14,15,16,por,1
MS,LE3,4,4,other,father,1,1,0,no,yes,no,no,yes,yes,yes,1,2,0,11,12,12,por,1
MS,GT3,1,2,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,5,5,11,9,11,10,por,1
MS,LE3,2,2,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,4,5,8,13,14,14,por,1
MS,LE3,2,1,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,3,3,11,12,13,12,por,1
MS,LE3,2,2,course,mother,1,3,0,no,yes,no,no,no,yes,no,3,3,2,11,11,11,por,1
MS,LE3,4,1,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,2,4,8,9,10,10,por,1
MS,GT3,3,2,home,mother,2,1,0,no,no,no,no,yes,yes,no,3,3,5,9,11,11,por,1
MS,GT3,2,2,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,1,3,0,11,9,11,por,1
MS,GT3,4,4,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,3,5,1,10,11,12,por,1
MS,GT3,4,4,course,father,3,1,3,no,no,no,yes,yes,yes,yes,3,3,2,9,9,8,por,0
MS,LE3,1,3,course,father,2,1,0,no,no,no,yes,yes,yes,no,1,2,2,12,11,12,por,1
MS,GT3,3,4,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,4,4,8,8,9,8,por,0
MS,GT3,4,4,course,father,1,2,0,no,yes,no,no,yes,yes,yes,2,5,0,13,15,16,por,1
MS,LE3,4,1,other,father,1,1,0,no,no,no,no,yes,yes,yes,1,2,0,10,11,11,por,1
MS,GT3,1,1,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,5,2,11,10,11,por,1
MS,GT3,4,2,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,3,3,0,17,18,18,por,1
MS,LE3,2,2,course,father,2,2,0,no,yes,no,no,no,yes,yes,1,2,0,12,13,13,por,1
MS,GT3,3,2,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,1,2,0,13,14,13,por,1
MS,GT3,1,1,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,4,3,2,9,9,10,por,1
MS,LE3,1,0,home,mother,1,1,0,no,no,no,no,yes,yes,no,1,2,4,11,11,12,por,1
MS,GT3,1,1,course,father,2,1,0,no,yes,no,yes,yes,no,yes,5,5,3,10,11,10,por,1
MS,GT3,1,2,home,father,1,3,0,yes,yes,no,no,no,yes,yes,3,4,5,13,14,13,por,1
MS,LE3,1,2,course,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,4,9,10,11,por,1
MS,GT3,3,1,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,4,4,2,7,9,10,por,1
MS,GT3,2,2,course,mother,2,1,0,no,no,no,yes,yes,no,no,5,5,0,8,13,10,por,1
MS,GT3,1,0,course,other,3,1,1,yes,yes,no,no,yes,yes,no,3,2,0,12,12,13,por,1
MS,GT3,1,1,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,5,5,0,10,9,10,por,1
MS,LE3,1,1,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,3,3,6,10,9,10,por,1
MS,LE3,2,2,course,father,1,2,0,no,no,no,yes,yes,yes,no,4,3,0,11,13,12,por,1
MS,GT3,3,2,course,father,2,1,0,no,no,no,no,yes,yes,yes,5,5,2,11,9,10,por,1
MS,LE3,1,1,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,5,5,0,10,10,9,por,0
MS,GT3,1,1,course,other,2,1,1,no,yes,no,no,yes,no,yes,3,3,2,9,7,9,por,0
MS,GT3,3,2,course,mother,2,1,3,no,no,no,yes,yes,yes,no,2,1,4,6,11,9,por,0
MS,GT3,3,3,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,4,5,9,4,8,8,por,0
MS,GT3,2,2,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,4,3,6,7,8,8,por,0
MS,GT3,2,1,course,other,2,1,3,no,no,no,yes,no,no,yes,4,3,4,8,9,9,por,0
MS,GT3,3,2,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,5,5,8,5,5,7,por,0
MS,GT3,1,1,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,3,2,9,7,9,10,por,1
MS,GT3,1,1,course,other,2,1,1,no,yes,no,no,yes,no,yes,4,3,12,8,11,10,por,1
MS,GT3,4,3,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,4,4,8,10,11,10,por,1
MS,GT3,3,2,course,mother,2,1,0,no,yes,no,no,no,yes,yes,5,5,8,9,10,11,por,1
MS,GT3,1,1,home,other,3,2,1,no,no,no,no,yes,yes,yes,4,4,8,10,9,11,por,1
MS,GT3,3,3,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,5,4,4,8,9,10,por,1
MS,LE3,1,3,course,mother,1,1,0,no,no,no,no,yes,no,yes,3,3,0,9,10,9,por,0
MS,GT3,1,1,home,other,3,1,1,no,yes,no,no,yes,yes,yes,4,4,4,8,9,10,por,1
MS,GT3,1,2,course,mother,2,2,2,no,yes,no,no,yes,yes,no,3,3,2,6,8,8,por,0
MS,LE3,1,1,course,mother,1,1,0,no,yes,no,no,yes,no,no,4,4,0,6,8,7,por,0
MS,GT3,0,0,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,4,3,0,10,11,11,por,1
MS,LE3,3,1,course,other,2,3,0,no,yes,yes,no,yes,no,no,2,3,5,8,7,8,por,0
MS,LE3,2,2,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,3,3,3,7,6,8,por,0
MS,GT3,4,1,course,mother,1,1,0,no,yes,no,no,yes,yes,no,2,2,0,8,10,9,por,0
MS,LE3,1,2,course,father,1,1,0,no,no,no,no,yes,yes,yes,5,1,0,7,10,10,por,1
MS,GT3,1,1,course,mother,3,2,2,no,no,no,yes,yes,yes,no,4,4,3,7,8,7,por,0
MS,GT3,2,2,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,3,5,2,12,13,14,por,1
MS,GT3,3,3,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,4,3,0,11,12,13,por,1
MS,LE3,1,2,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,4,3,0,12,13,14,por,1
MS,GT3,4,4,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,3,5,0,18,18,18,por,1
MS,LE3,4,4,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,5,3,17,17,17,por,1
MS,GT3,4,2,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,3,3,0,17,18,18,por,1
MS,LE3,1,2,home,mother,2,1,0,no,yes,no,no,no,yes,no,1,4,8,10,11,11,por,1
MS,GT3,4,4,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,5,5,5,12,13,14,por,1
MS,GT3,1,1,other,father,3,1,0,no,no,no,no,no,no,no,2,3,4,12,13,14,por,1
MS,GT3,2,2,course,mother,2,2,0,no,yes,no,no,no,yes,yes,3,1,4,8,8,10,por,1
MS,LE3,2,2,course,father,2,3,0,no,no,no,no,yes,yes,yes,4,5,0,11,12,13,por,1
MS,GT3,1,1,course,mother,3,2,1,no,no,no,no,yes,no,no,4,2,2,9,10,10,por,1
MS,GT3,4,2,course,father,2,4,0,no,no,no,no,yes,yes,yes,2,3,0,18,18,18,por,1
MS,LE3,2,1,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,3,3,5,11,11,12,por,1
MS,LE3,1,1,course,mother,1,2,0,no,no,no,no,yes,yes,no,2,3,2,8,10,11,por,1
MS,GT3,1,2,course,father,2,2,0,no,yes,no,no,yes,no,no,1,1,0,11,11,12,por,1
MS,GT3,2,2,home,mother,2,3,0,no,no,no,no,yes,yes,yes,2,1,5,14,14,15,por,1
MS,GT3,4,3,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,5,5,4,10,11,11,por,1
MS,GT3,3,3,course,father,1,2,0,no,yes,no,no,yes,yes,no,3,4,0,10,10,10,por,1
MS,GT3,4,4,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,3,3,2,12,12,12,por,1
MS,LE3,3,2,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,2,3,0,15,14,15,por,1
MS,LE3,1,1,home,father,2,1,0,no,no,no,no,no,yes,yes,3,2,2,14,13,14,por,1
MS,LE3,1,1,course,father,2,3,0,no,no,no,no,yes,yes,yes,3,2,0,19,17,18,por,1
MS,LE3,1,2,course,mother,3,2,0,no,no,no,no,yes,yes,no,3,4,0,16,15,15,por,1
MS,GT3,3,3,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,3,2,6,13,12,13,por,1
MS,LE3,4,4,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,4,4,15,14,15,por,1
MS,GT3,1,2,course,father,2,2,0,no,no,no,no,no,yes,no,2,2,0,13,13,13,por,1
MS,GT3,1,3,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,4,0,8,10,9,por,0
MS,LE3,4,4,other,mother,2,3,0,no,no,no,no,yes,yes,yes,2,2,0,15,16,16,por,1
MS,GT3,1,1,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,2,1,0,8,8,9,por,0
MS,GT3,2,3,course,father,2,1,0,no,yes,no,no,yes,yes,yes,2,3,0,10,10,10,por,1
MS,LE3,1,2,other,father,3,1,0,no,yes,no,yes,yes,no,yes,3,3,3,9,10,10,por,1
MS,GT3,2,2,home,mother,1,3,0,no,no,no,yes,yes,yes,no,4,3,8,10,11,12,por,1
MS,GT3,1,2,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,5,5,4,7,8,9,por,0
MS,LE3,4,4,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,4,4,0,15,17,17,por,1
MS,GT3,1,1,home,mother,4,3,0,no,no,no,no,yes,yes,yes,3,2,4,10,11,12,por,1
MS,GT3,1,1,course,other,2,2,1,no,yes,no,no,yes,yes,yes,3,3,4,7,8,9,por,0
MS,LE3,4,4,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,1,13,14,14,por,1
MS,GT3,3,3,home,mother,1,2,0,no,no,no,no,yes,yes,yes,1,3,1,16,16,16,por,1
MS,GT3,3,1,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,5,4,10,8,9,9,por,0
MS,GT3,4,4,home,father,1,2,0,no,no,no,yes,no,yes,yes,2,4,4,17,18,19,por,1
MS,GT3,2,3,home,father,2,2,0,no,no,no,yes,yes,yes,yes,4,3,4,14,15,16,por,1
MS,GT3,2,2,other,mother,2,3,0,no,no,no,no,yes,yes,no,3,3,0,14,17,15,por,1
MS,GT3,4,3,other,mother,2,2,0,no,no,no,no,yes,yes,yes,5,4,0,6,9,11,por,1
MS,GT3,4,4,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,4,3,4,7,9,10,por,1
MS,GT3,2,3,course,mother,1,3,1,no,no,no,yes,no,yes,yes,4,2,4,10,11,10,por,1
MS,LE3,3,1,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,4,4,15,15,16,por,1
MS,GT3,1,1,course,mother,2,2,0,no,no,no,yes,yes,yes,no,1,1,6,11,12,9,por,0
MS,LE3,3,1,course,mother,2,1,0,no,no,no,no,no,yes,yes,4,5,6,10,10,10,por,1
MS,LE3,3,2,course,mother,3,1,0,no,no,no,no,no,yes,yes,4,1,4,10,11,11,por,1
